date,symbol,close_price
2023-10-11,SOL,56.677
2023-10-11,ETH,"2,077.78"
2023-10-11,BTC,"37,303.00"
2023-10-12,XRP,0.6617
2023-10-12,SOL,74.75
2023-10-12,ETH,"2,352.26"
2023-10-12,BTC,"43,791.00"
2023-11-01,XRP,0.3729
2023-11-01,SOL,16.357
2023-11-01,ETH,"1,389.84"
2023-11-01,BTC,"17,942.30"
2023-11-02,XRP,0.3835
2023-11-02,SOL,20.813
2023-11-02,ETH,"1,538.34"
2023-11-02,BTC,"21,859.80"
2023-11-03,XRP,0.3638
2023-11-03,SOL,18.113
2023-11-03,ETH,"1,471.15"
2023-11-03,BTC,"20,467.50"
2023-11-04,XRP,0.5169
2023-11-04,SOL,22.982
2023-11-04,ETH,"1,889.86"
2023-11-04,BTC,"30,209.60"
2023-11-05,XRP,0.4206
2023-11-05,SOL,20.184
2023-11-05,ETH,"1,794.71"
2023-11-05,BTC,"26,983.50"
2023-11-06,XRP,0.5207
2023-11-06,SOL,15.551
2023-11-06,ETH,"1,752.80"
2023-11-06,BTC,"25,928.40"
2023-11-07,XRP,0.4753
2023-11-07,SOL,22.078
2023-11-07,ETH,"1,878.33"
2023-11-07,BTC,"30,623.30"
2023-11-08,XRP,0.6318
2023-11-08,SOL,24.618
2023-11-08,ETH,"1,848.88"
2023-11-08,BTC,"29,420.80"
2023-11-09,XRP,0.4743
2023-11-09,SOL,17.736
2023-11-09,ETH,"1,551.89"
2023-11-09,BTC,"25,166.40"
2023-11-10,XRP,0.489
2023-11-10,SOL,22.015
2023-11-10,ETH,"1,566.88"
2023-11-10,BTC,"26,876.60"
2023-11-11,XRP,0.6627
2023-11-11,SOL,56.354
2023-11-11,ETH,"2,053.42"
2023-11-11,BTC,"37,150.50"
2023-11-12,XRP,0.6186
2023-11-12,SOL,70.297
2023-11-12,ETH,"2,225.34"
2023-11-12,BTC,"41,256.10"
2023-12-01,XRP,0.3748
2023-12-01,SOL,16.6
2023-12-01,ETH,"1,416.08"
2023-12-01,BTC,"18,851.30"
2023-12-02,XRP,0.3748
2023-12-02,SOL,21.502
2023-12-02,ETH,"1,515.44"
2023-12-02,BTC,"21,786.80"
2023-12-03,XRP,0.3713
2023-12-03,SOL,20.184
2023-12-03,ETH,"1,580.24"
2023-12-03,BTC,"21,994.80"
2023-12-04,XRP,0.5047
2023-12-04,SOL,23.788
2023-12-04,ETH,"1,916.58"
2023-12-04,BTC,"29,886.40"
2023-12-05,XRP,0.4305
2023-12-05,SOL,20.906
2023-12-05,ETH,"1,807.31"
2023-12-05,BTC,"26,799.20"
2023-12-06,XRP,0.525
2023-12-06,SOL,15.19
2023-12-06,ETH,"1,742.60"
2023-12-06,BTC,"25,906.80"
2023-12-07,XRP,0.4711
2023-12-07,SOL,21.942
2023-12-07,ETH,"1,871.86"
2023-12-07,BTC,"30,387.30"
2023-12-08,XRP,0.6274
2023-12-08,SOL,24.902
2023-12-08,ETH,"1,849.94"
2023-12-08,BTC,"29,428.20"
2023-12-09,XRP,0.4802
2023-12-09,SOL,17.91
2023-12-09,ETH,"1,592.50"
2023-12-09,BTC,"25,834.50"
2023-12-10,XRP,0.483
2023-12-10,SOL,21.299
2023-12-10,ETH,"1,539.70"
2023-12-10,BTC,"26,761.10"
2023-12-11,XRP,0.6616
2023-12-11,SOL,56.35
2023-12-11,ETH,"2,044.61"
2023-12-11,BTC,"37,064.40"
2023-12-12,XRP,0.619
2023-12-12,SOL,68.55
2023-12-12,ETH,"2,203.49"
2023-12-12,BTC,"41,487.00"
2024-01-01,XRP,0.6295
2024-01-01,SOL,109.628
2024-01-01,ETH,"2,352.03"
2024-01-01,BTC,"44,183.40"
2024-01-02,XRP,0.5058
2024-01-02,SOL,97.803
2024-01-02,ETH,"2,304.28"
2024-01-02,BTC,"43,081.40"
2024-01-03,XRP,0.6011
2024-01-03,SOL,129.914
2024-01-03,ETH,"3,433.51"
2024-01-03,BTC,"62,397.70"
2024-01-04,XRP,0.611
2024-01-04,SOL,192.224
2024-01-04,ETH,"3,502.82"
2024-01-04,BTC,"69,664.40"
2024-01-05,XRP,0.5173
2024-01-05,SOL,134.643
2024-01-05,ETH,"2,973.27"
2024-01-05,BTC,"58,331.20"
2024-01-06,XRP,0.5185
2024-01-06,SOL,166.116
2024-01-06,ETH,"3,815.95"
2024-01-06,BTC,"67,760.80"
2024-01-07,XRP,0.477
2024-01-07,SOL,146.669
2024-01-07,ETH,"3,442.67"
2024-01-07,BTC,"62,890.10"
2024-01-08,XRP,0.5965
2024-01-08,SOL,167.504
2024-01-08,ETH,"3,204.93"
2024-01-08,BTC,"65,372.90"
2024-01-09,XRP,0.5477
2024-01-09,SOL,128.572
2024-01-09,ETH,"2,427.49"
2024-01-09,BTC,"57,315.70"
2024-01-10,XRP,0.597
2024-01-10,SOL,145.261
2024-01-10,ETH,"2,449.67"
2024-01-10,BTC,"60,835.50"
2024-01-11,XRP,0.513
2024-01-11,SOL,166.165
2024-01-11,ETH,"2,511.96"
2024-01-11,BTC,"69,507.20"
2024-01-12,XRP,2.297
2024-01-12,SOL,236.775
2024-01-12,ETH,"3,708.33"
2024-01-12,BTC,"97,201.40"
2024-02-01,XRP,0.6245
2024-02-01,SOL,106.72
2024-02-01,ETH,"2,355.27"
2024-02-01,BTC,"44,943.70"
2024-02-02,XRP,0.5107
2024-02-02,SOL,100.542
2024-02-02,ETH,"2,309.28"
2024-02-02,BTC,"43,194.70"
2024-02-03,XRP,0.6442
2024-02-03,SOL,130.078
2024-02-03,ETH,"3,420.64"
2024-02-03,BTC,"61,994.50"
2024-02-04,XRP,0.5853
2024-02-04,SOL,181.446
2024-02-04,ETH,"3,277.99"
2024-02-04,BTC,"65,439.20"
2024-02-05,XRP,0.5179
2024-02-05,SOL,137.648
2024-02-05,ETH,"2,987.12"
2024-02-05,BTC,"59,121.30"
2024-02-06,XRP,0.5136
2024-02-06,SOL,163.241
2024-02-06,ETH,"3,782.08"
2024-02-06,BTC,"67,773.50"
2024-02-07,XRP,0.4853
2024-02-07,SOL,153.909
2024-02-07,ETH,"3,421.71"
2024-02-07,BTC,"62,103.30"
2024-02-08,XRP,0.5608
2024-02-08,SOL,152.837
2024-02-08,ETH,"2,990.32"
2024-02-08,BTC,"61,478.70"
2024-02-09,XRP,0.5677
2024-02-09,SOL,134.948
2024-02-09,ETH,"2,538.35"
2024-02-09,BTC,"59,134.00"
2024-02-10,XRP,0.5391
2024-02-10,SOL,140.236
2024-02-10,ETH,"2,365.57"
2024-02-10,BTC,"60,645.70"
2024-02-11,XRP,0.5102
2024-02-11,SOL,166.082
2024-02-11,ETH,"2,492.45"
2024-02-11,BTC,"69,325.80"
2024-02-12,XRP,2.7225
2024-02-12,SOL,225.794
2024-02-12,ETH,"3,643.48"
2024-02-12,BTC,"95,846.60"
2024-03-01,XRP,0.5822
2024-03-01,SOL,98.536
2024-03-01,ETH,"2,209.49"
2024-03-01,BTC,"42,836.10"
2024-03-02,XRP,0.5186
2024-03-02,SOL,97.94
2024-03-02,ETH,"2,296.50"
2024-03-02,BTC,"43,005.70"
2024-03-03,XRP,0.6274
2024-03-03,SOL,130.22
2024-03-03,ETH,"3,488.67"
2024-03-03,BTC,"63,135.80"
2024-03-04,XRP,0.5739
2024-03-04,SOL,185.076
2024-03-04,ETH,"3,310.62"
2024-03-04,BTC,"65,963.00"
2024-03-05,XRP,0.5316
2024-03-05,SOL,143.639
2024-03-05,ETH,"3,102.25"
2024-03-05,BTC,"62,877.50"
2024-03-06,XRP,0.5198
2024-03-06,SOL,164.958
2024-03-06,ETH,"3,767.10"
2024-03-06,BTC,"68,807.80"
2024-03-07,XRP,0.4671
2024-03-07,SOL,140.744
2024-03-07,ETH,"3,295.13"
2024-03-07,BTC,"60,199.30"
2024-03-08,XRP,0.5561
2024-03-08,SOL,142.442
2024-03-08,ETH,"2,904.59"
2024-03-08,BTC,"60,696.70"
2024-03-09,XRP,0.5575
2024-03-09,SOL,127.457
2024-03-09,ETH,"2,423.40"
2024-03-09,BTC,"57,479.80"
2024-03-10,XRP,0.5218
2024-03-10,SOL,136.835
2024-03-10,ETH,"2,349.67"
2024-03-10,BTC,"60,751.20"
2024-03-11,XRP,0.5027
2024-03-11,SOL,162.483
2024-03-11,ETH,"2,457.68"
2024-03-11,BTC,"68,769.60"
2024-03-12,XRP,2.5121
2024-03-12,SOL,233.98
2024-03-12,ETH,"3,615.07"
2024-03-12,BTC,"95,898.70"
2024-04-01,XRP,0.5869
2024-04-01,SOL,104.876
2024-04-01,ETH,"2,267.27"
2024-04-01,BTC,"44,157.00"
2024-04-02,XRP,0.5032
2024-04-02,SOL,95.435
2024-04-02,ETH,"2,289.78"
2024-04-02,BTC,"42,581.40"
2024-04-03,XRP,0.6478
2024-04-03,SOL,132.896
2024-04-03,ETH,"3,626.34"
2024-04-03,BTC,"68,270.10"
2024-04-04,XRP,0.5931
2024-04-04,SOL,183.999
2024-04-04,ETH,"3,327.45"
2024-04-04,BTC,"68,496.50"
2024-04-05,XRP,0.5301
2024-04-05,SOL,146.057
2024-04-05,ETH,"3,117.23"
2024-04-05,BTC,"63,888.30"
2024-04-06,XRP,0.5257
2024-04-06,SOL,171.778
2024-04-06,ETH,"3,810.35"
2024-04-06,BTC,"70,549.20"
2024-04-07,XRP,0.4326
2024-04-07,SOL,127.674
2024-04-07,ETH,"3,057.81"
2024-04-07,BTC,"57,026.30"
2024-04-08,XRP,0.5228
2024-04-08,SOL,138.174
2024-04-08,ETH,"2,688.55"
2024-04-08,BTC,"58,141.80"
2024-04-09,XRP,0.5585
2024-04-09,SOL,133.652
2024-04-09,ETH,"2,450.18"
2024-04-09,BTC,"57,973.40"
2024-04-10,XRP,0.534
2024-04-10,SOL,143.161
2024-04-10,ETH,"2,414.43"
2024-04-10,BTC,"62,081.00"
2024-04-11,XRP,0.5035
2024-04-11,SOL,157.953
2024-04-11,ETH,"2,398.95"
2024-04-11,BTC,"67,848.80"
2024-04-12,XRP,2.3608
2024-04-12,SOL,229.216
2024-04-12,ETH,"3,836.25"
2024-04-12,BTC,"98,635.80"
2024-05-01,XRP,0.5757
2024-05-01,SOL,99.93
2024-05-01,ETH,"2,268.12"
2024-05-01,BTC,"44,156.90"
2024-05-02,XRP,0.5068
2024-05-02,SOL,95.624
2024-05-02,ETH,"2,301.83"
2024-05-02,BTC,"42,697.20"
2024-05-03,XRP,0.5908
2024-05-03,SOL,125.249
2024-05-03,ETH,"3,556.03"
2024-05-03,BTC,"63,792.60"
2024-05-04,XRP,0.5872
2024-05-04,SOL,174.368
2024-05-04,ETH,"3,317.84"
2024-05-04,BTC,"67,830.60"
2024-05-05,XRP,0.5295
2024-05-05,SOL,145.692
2024-05-05,ETH,"3,136.40"
2024-05-05,BTC,"64,006.40"
2024-05-06,XRP,0.5257
2024-05-06,SOL,173.491
2024-05-06,ETH,"3,865.14"
2024-05-06,BTC,"71,083.70"
2024-05-07,XRP,0.4251
2024-05-07,SOL,134.309
2024-05-07,ETH,"2,981.40"
2024-05-07,BTC,"56,641.80"
2024-05-08,XRP,0.4886
2024-05-08,SOL,129.702
2024-05-08,ETH,"2,415.99"
2024-05-08,BTC,"53,979.00"
2024-05-09,XRP,0.5444
2024-05-09,SOL,129.462
2024-05-09,ETH,"2,369.18"
2024-05-09,BTC,"56,183.20"
2024-05-10,XRP,0.5294
2024-05-10,SOL,142.604
2024-05-10,ETH,"2,414.98"
2024-05-10,BTC,"62,061.40"
2024-05-11,XRP,0.5141
2024-05-11,SOL,166.624
2024-05-11,ETH,"2,422.50"
2024-05-11,BTC,"69,373.70"
2024-05-12,XRP,2.2449
2024-05-12,SOL,236.242
2024-05-12,ETH,"3,785.10"
2024-05-12,BTC,"96,970.80"
2024-06-01,XRP,0.5679
2024-06-01,SOL,93.728
2024-06-01,ETH,"2,240.49"
2024-06-01,BTC,"43,967.90"
2024-06-02,XRP,0.5051
2024-06-02,SOL,96.85
2024-06-02,ETH,"2,372.65"
2024-06-02,BTC,"43,087.70"
2024-06-03,XRP,0.6121
2024-06-03,SOL,130.734
2024-06-03,ETH,"3,814.56"
2024-06-03,BTC,"66,080.40"
2024-06-04,XRP,0.5929
2024-06-04,SOL,178.703
2024-06-04,ETH,"3,352.03"
2024-06-04,BTC,"68,890.60"
2024-06-05,XRP,0.54
2024-06-05,SOL,152.825
2024-06-05,ETH,"3,062.03"
2024-06-05,BTC,"63,163.10"
2024-06-06,XRP,0.5216
2024-06-06,SOL,170.106
2024-06-06,ETH,"3,812.95"
2024-06-06,BTC,"70,791.50"
2024-06-07,XRP,0.4489
2024-06-07,SOL,143.147
2024-06-07,ETH,"3,068.79"
2024-06-07,BTC,"58,259.20"
2024-06-08,XRP,0.5061
2024-06-08,SOL,144.385
2024-06-08,ETH,"2,461.92"
2024-06-08,BTC,"56,057.80"
2024-06-09,XRP,0.5211
2024-06-09,SOL,125.031
2024-06-09,ETH,"2,225.72"
2024-06-09,BTC,"53,966.80"
2024-06-10,XRP,0.5336
2024-06-10,SOL,146.488
2024-06-10,ETH,"2,440.33"
2024-06-10,BTC,"62,819.40"
2024-06-11,XRP,0.5419
2024-06-11,SOL,186.627
2024-06-11,ETH,"2,721.85"
2024-06-11,BTC,"75,586.30"
2024-06-12,XRP,2.4251
2024-06-12,SOL,236.799
2024-06-12,ETH,"3,999.51"
2024-06-12,BTC,"99,760.70"
2024-07-01,XRP,0.5511
2024-07-01,SOL,89.328
2024-07-01,ETH,"2,221.40"
2024-07-01,BTC,"43,927.30"
2024-07-02,XRP,0.5138
2024-07-02,SOL,101.058
2024-07-02,ETH,"2,424.64"
2024-07-02,BTC,"44,339.80"
2024-07-03,XRP,0.6272
2024-07-03,SOL,143.888
2024-07-03,ETH,"3,869.69"
2024-07-03,BTC,"66,855.30"
2024-07-04,XRP,0.5946
2024-07-04,SOL,179.541
2024-07-04,ETH,"3,454.17"
2024-07-04,BTC,"69,360.40"
2024-07-05,XRP,0.5247
2024-07-05,SOL,148.062
2024-07-05,ETH,"3,006.36"
2024-07-05,BTC,"62,317.70"
2024-07-06,XRP,0.4991
2024-07-06,SOL,162.504
2024-07-06,ETH,"3,678.37"
2024-07-06,BTC,"69,347.90"
2024-07-07,XRP,0.4194
2024-07-07,SOL,131.462
2024-07-07,ETH,"2,930.48"
2024-07-07,BTC,"55,861.10"
2024-07-08,XRP,0.5999
2024-07-08,SOL,144.422
2024-07-08,ETH,"2,337.83"
2024-07-08,BTC,"55,120.90"
2024-07-09,XRP,0.525
2024-07-09,SOL,127.733
2024-07-09,ETH,"2,274.87"
2024-07-09,BTC,"54,156.50"
2024-07-10,XRP,0.5291
2024-07-10,SOL,143.932
2024-07-10,ETH,"2,422.75"
2024-07-10,BTC,"62,245.60"
2024-07-11,XRP,0.5554
2024-07-11,SOL,196.233
2024-07-11,ETH,"2,894.13"
2024-07-11,BTC,"75,868.60"
2024-07-12,XRP,2.4936
2024-07-12,SOL,238.379
2024-07-12,ETH,"3,996.24"
2024-07-12,BTC,"99,837.00"
2024-08-01,XRP,0.5774
2024-08-01,SOL,97.86
2024-08-01,ETH,"2,330.98"
2024-08-01,BTC,"46,962.20"
2024-08-02,XRP,0.5146
2024-08-02,SOL,102.76
2024-08-02,ETH,"2,419.56"
2024-08-02,BTC,"45,293.30"
2024-08-03,XRP,0.6201
2024-08-03,SOL,144.748
2024-08-03,ETH,"3,883.20"
2024-08-03,BTC,"68,172.00"
2024-08-04,XRP,0.6151
2024-08-04,SOL,180.691
2024-08-04,ETH,"3,694.93"
2024-08-04,BTC,"71,630.10"
2024-08-05,XRP,0.517
2024-08-05,SOL,142.206
2024-08-05,ETH,"2,974.94"
2024-08-05,BTC,"61,207.50"
2024-08-06,XRP,0.4927
2024-08-06,SOL,157.829
2024-08-06,ETH,"3,681.59"
2024-08-06,BTC,"69,310.10"
2024-08-07,XRP,0.4317
2024-08-07,SOL,139.747
2024-08-07,ETH,"3,019.64"
2024-08-07,BTC,"56,724.70"
2024-08-08,XRP,0.6171
2024-08-08,SOL,162.92
2024-08-08,ETH,"2,683.84"
2024-08-08,BTC,"61,699.70"
2024-08-09,XRP,0.5291
2024-08-09,SOL,130.092
2024-08-09,ETH,"2,296.19"
2024-08-09,BTC,"54,861.30"
2024-08-10,XRP,0.5311
2024-08-10,SOL,143.516
2024-08-10,ETH,"2,440.93"
2024-08-10,BTC,"62,157.00"
2024-08-11,XRP,0.5537
2024-08-11,SOL,199.844
2024-08-11,ETH,"2,961.34"
2024-08-11,BTC,"76,517.30"
2024-08-12,XRP,2.6037
2024-08-12,SOL,237.097
2024-08-12,ETH,"4,002.91"
2024-08-12,BTC,"101,115.80"
2024-09-01,XRP,0.5669
2024-09-01,SOL,99.37
2024-09-01,ETH,"2,344.67"
2024-09-01,BTC,"46,129.00"
2024-09-02,XRP,0.526
2024-09-02,SOL,106.909
2024-09-02,ETH,"2,486.24"
2024-09-02,BTC,"47,127.50"
2024-09-03,XRP,0.6201
2024-09-03,SOL,144.238
2024-09-03,ETH,"3,905.17"
2024-09-03,BTC,"68,366.50"
2024-09-04,XRP,0.6141
2024-09-04,SOL,172.39
2024-09-04,ETH,"3,506.96"
2024-09-04,BTC,"69,148.00"
2024-09-05,XRP,0.521
2024-09-05,SOL,152.795
2024-09-05,ETH,"3,036.32"
2024-09-05,BTC,"63,075.00"
2024-09-06,XRP,0.4987
2024-09-06,SOL,162.136
2024-09-06,ETH,"3,706.32"
2024-09-06,BTC,"69,650.60"
2024-09-07,XRP,0.4356
2024-09-07,SOL,141.368
2024-09-07,ETH,"3,065.11"
2024-09-07,BTC,"58,039.40"
2024-09-08,XRP,0.5808
2024-09-08,SOL,156.247
2024-09-08,ETH,"2,598.90"
2024-09-08,BTC,"60,850.60"
2024-09-09,XRP,0.5395
2024-09-09,SOL,135.048
2024-09-09,ETH,"2,359.60"
2024-09-09,BTC,"57,049.60"
2024-09-10,XRP,0.5244
2024-09-10,SOL,139.308
2024-09-10,ETH,"2,370.13"
2024-09-10,BTC,"60,628.80"
2024-09-11,XRP,0.5592
2024-09-11,SOL,199.92
2024-09-11,ETH,"3,127.69"
2024-09-11,BTC,"76,700.30"
2024-09-12,XRP,2.2191
2024-09-12,SOL,217.012
2024-09-12,ETH,"3,718.98"
2024-09-12,BTC,"97,359.40"
2024-10-01,XRP,0.6005
2024-10-01,SOL,102.024
2024-10-01,ETH,"2,581.79"
2024-10-01,BTC,"46,629.30"
2024-10-02,XRP,0.5238
2024-10-02,SOL,109.032
2024-10-02,ETH,"2,500.28"
2024-10-02,BTC,"47,758.20"
2024-10-03,XRP,0.6079
2024-10-03,SOL,144.407
2024-10-03,ETH,"3,878.47"
2024-10-03,BTC,"68,964.80"
2024-10-04,XRP,0.6172
2024-10-04,SOL,173.329
2024-10-04,ETH,"3,545.16"
2024-10-04,BTC,"70,622.10"
2024-10-05,XRP,0.5021
2024-10-05,SOL,146.032
2024-10-05,ETH,"2,909.86"
2024-10-05,BTC,"60,796.90"
2024-10-06,XRP,0.4969
2024-10-06,SOL,159.049
2024-10-06,ETH,"3,667.85"
2024-10-06,BTC,"69,538.20"
2024-10-07,XRP,0.4389
2024-10-07,SOL,142.077
2024-10-07,ETH,"3,101.17"
2024-10-07,BTC,"57,746.70"
2024-10-08,XRP,0.5847
2024-10-08,SOL,154.016
2024-10-08,ETH,"2,610.24"
2024-10-08,BTC,"60,931.70"
2024-10-09,XRP,0.5408
2024-10-09,SOL,135.604
2024-10-09,ETH,"2,387.71"
2024-10-09,BTC,"57,635.00"
2024-10-10,XRP,0.5304
2024-10-10,SOL,139.038
2024-10-10,ETH,"2,385.40"
2024-10-10,BTC,"60,316.20"
2024-10-11,XRP,0.5883
2024-10-11,SOL,210.053
2024-10-11,ETH,"3,186.05"
2024-10-11,BTC,"80,388.50"
2024-10-12,XRP,2.3715
2024-10-12,SOL,213.68
2024-10-12,ETH,"3,628.94"
2024-10-12,BTC,"96,600.30"
2024-11-01,XRP,0.6018
2024-11-01,SOL,99.862
2024-11-01,ETH,"2,618.08"
2024-11-01,BTC,"46,348.20"
2024-11-02,XRP,0.5262
2024-11-02,SOL,107.439
2024-11-02,ETH,"2,506.69"
2024-11-02,BTC,"48,277.30"
2024-11-03,XRP,0.7191
2024-11-03,SOL,148.791
2024-11-03,ETH,"4,065.02"
2024-11-03,BTC,"72,099.10"
2024-11-04,XRP,0.6085
2024-11-04,SOL,172.432
2024-11-04,ETH,"3,502.55"
2024-11-04,BTC,"70,011.60"
2024-11-05,XRP,0.5059
2024-11-05,SOL,145.391
2024-11-05,ETH,"2,912.56"
2024-11-05,BTC,"60,826.60"
2024-11-06,XRP,0.4802
2024-11-06,SOL,149.351
2024-11-06,ETH,"3,498.00"
2024-11-06,BTC,"67,319.80"
2024-11-07,XRP,0.4489
2024-11-07,SOL,135.776
2024-11-07,ETH,"3,099.82"
2024-11-07,BTC,"57,337.30"
2024-11-08,XRP,0.5525
2024-11-08,SOL,141.44
2024-11-08,ETH,"2,553.57"
2024-11-08,BTC,"58,713.30"
2024-11-09,XRP,0.5348
2024-11-09,SOL,132.404
2024-11-09,ETH,"2,340.19"
2024-11-09,BTC,"57,338.70"
2024-11-10,XRP,0.5386
2024-11-10,SOL,145.449
2024-11-10,ETH,"2,436.73"
2024-11-10,BTC,"62,499.40"
2024-11-11,XRP,0.6206
2024-11-11,SOL,222.141
2024-11-11,ETH,"3,372.13"
2024-11-11,BTC,"88,664.10"
2024-11-12,XRP,2.394
2024-11-12,SOL,227.408
2024-11-12,ETH,"3,831.41"
2024-11-12,BTC,"101,126.20"
2024-12-01,XRP,0.5702
2024-12-01,SOL,92.039
2024-12-01,ETH,"2,523.98"
2024-12-01,BTC,"42,835.90"
2024-12-02,XRP,0.5315
2024-12-02,SOL,111.803
2024-12-02,ETH,"2,657.87"
2024-12-02,BTC,"49,941.30"
2024-12-03,XRP,0.688
2024-12-03,SOL,151.054
2024-12-03,ETH,"3,979.30"
2024-12-03,BTC,"71,470.20"
2024-12-04,XRP,0.547
2024-12-04,SOL,153.281
2024-12-04,ETH,"3,239.86"
2024-12-04,BTC,"67,151.90"
2024-12-05,XRP,0.4993
2024-12-05,SOL,143.417
2024-12-05,ETH,"2,929.35"
2024-12-05,BTC,"61,480.00"
2024-12-06,XRP,0.4916
2024-12-06,SOL,155.237
2024-12-06,ETH,"3,559.95"
2024-12-06,BTC,"68,260.10"
2024-12-07,XRP,0.4744
2024-12-07,SOL,139.497
2024-12-07,ETH,"3,133.33"
2024-12-07,BTC,"57,885.10"
2024-12-08,XRP,0.5686
2024-12-08,SOL,146.321
2024-12-08,ETH,"2,722.64"
2024-12-08,BTC,"59,350.00"
2024-12-09,XRP,0.5625
2024-12-09,SOL,136.038
2024-12-09,ETH,"2,361.79"
2024-12-09,BTC,"58,134.50"
2024-12-10,XRP,0.5394
2024-12-10,SOL,146.404
2024-12-10,ETH,"2,476.48"
2024-12-10,BTC,"63,205.10"
2024-12-11,XRP,0.7036
2024-12-11,SOL,211.579
2024-12-11,ETH,"3,242.44"
2024-12-11,BTC,"87,941.30"
2024-12-12,XRP,2.3375
2024-12-12,SOL,226.925
2024-12-12,ETH,"3,881.63"
2024-12-12,BTC,"100,009.90"
01/13/2021,XRP,0.3058
01/13/2021,SOL,3.517
01/13/2021,ETH,"1,128.46"
01/13/2021,BTC,"37,382.20"
01/13/2022,XRP,0.7672
01/13/2022,SOL,146.061
01/13/2022,ETH,"3,238.03"
01/13/2022,BTC,"42,560.00"
01/13/2023,XRP,0.386
01/13/2023,SOL,18.287
01/13/2023,ETH,"1,450.86"
01/13/2023,BTC,"19,927.00"
01/13/2024,XRP,0.5747
01/13/2024,SOL,95.774
01/13/2024,ETH,"2,578.36"
01/13/2024,BTC,"42,851.30"
01/14/2021,XRP,0.2966
01/14/2021,SOL,3.284
01/14/2021,ETH,"1,226.17"
01/14/2021,BTC,"39,175.70"
01/14/2022,XRP,0.7732
01/14/2022,SOL,146.162
01/14/2022,ETH,"3,307.90"
01/14/2022,BTC,"43,073.30"
01/14/2023,XRP,0.3953
01/14/2023,SOL,24.247
01/14/2023,ETH,"1,550.02"
01/14/2023,BTC,"20,958.20"
01/14/2024,XRP,0.5765
01/14/2024,SOL,93.855
01/14/2024,ETH,"2,473.96"
01/14/2024,BTC,"41,746.10"
01/15/2021,XRP,0.2804
01/15/2021,SOL,3.3
01/15/2021,ETH,"1,171.68"
01/15/2021,BTC,"36,845.80"
01/15/2022,XRP,0.7793
01/15/2022,SOL,147.677
01/15/2022,ETH,"3,327.74"
01/15/2022,BTC,"43,097.00"
01/15/2023,XRP,0.3847
01/15/2023,SOL,22.897
01/15/2023,ETH,"1,552.69"
01/15/2023,BTC,"20,879.80"
01/15/2024,XRP,0.5756
01/15/2024,SOL,94.398
01/15/2024,ETH,"2,511.94"
01/15/2024,BTC,"42,510.70"
01/16/2021,XRP,0.2795
01/16/2021,SOL,3.449
01/16/2021,ETH,"1,228.27"
01/16/2021,BTC,"36,019.50"
01/16/2022,XRP,0.7784
01/16/2022,SOL,147.954
01/16/2022,ETH,"3,346.59"
01/16/2022,BTC,"43,079.10"
01/16/2023,XRP,0.3862
01/16/2023,SOL,23.578
01/16/2023,ETH,"1,576.94"
01/16/2023,BTC,"21,184.20"
01/16/2024,XRP,0.5757
01/16/2024,SOL,97.607
01/16/2024,ETH,"2,588.64"
01/16/2024,BTC,"43,145.50"
01/17/2021,XRP,0.2774
01/17/2021,SOL,3.827
01/17/2021,ETH,"1,232.64"
01/17/2021,BTC,"35,839.60"
01/17/2022,XRP,0.7615
01/17/2022,SOL,139.824
01/17/2022,ETH,"3,209.35"
01/17/2022,BTC,"42,209.30"
01/17/2023,XRP,0.3869
01/17/2023,SOL,22.87
01/17/2023,ETH,"1,564.67"
01/17/2023,BTC,"21,137.10"
01/17/2024,XRP,0.5686
01/17/2024,SOL,102.07
01/17/2024,ETH,"2,531.26"
01/17/2024,BTC,"42,768.70"
01/18/2021,XRP,0.2854
01/18/2021,SOL,3.784
01/18/2021,ETH,"1,258.06"
01/18/2021,BTC,"36,613.20"
01/18/2022,XRP,0.7514
01/18/2022,SOL,141.282
01/18/2022,ETH,"3,160.15"
01/18/2022,BTC,"42,364.60"
01/18/2023,XRP,0.3787
01/18/2023,SOL,20.849
01/18/2023,ETH,"1,511.31"
01/18/2023,BTC,"20,670.60"
01/18/2024,XRP,0.5518
01/18/2024,SOL,94.352
01/18/2024,ETH,"2,469.77"
01/18/2024,BTC,"41,292.70"
01/19/2021,XRP,0.2946
01/19/2021,SOL,3.647
01/19/2021,ETH,"1,372.00"
01/19/2021,BTC,"36,002.90"
01/19/2022,XRP,0.738
01/19/2022,SOL,135.276
01/19/2022,ETH,"3,083.65"
01/19/2022,BTC,"41,677.80"
01/19/2023,XRP,0.3929
01/19/2023,SOL,21.42
01/19/2023,ETH,"1,551.62"
01/19/2023,BTC,"21,081.20"
01/19/2024,XRP,0.5443
01/19/2024,SOL,93.655
01/19/2024,ETH,"2,491.81"
01/19/2024,BTC,"41,648.00"
01/20/2021,XRP,0.2953
01/20/2021,SOL,3.723
01/20/2021,ETH,"1,377.53"
01/20/2021,BTC,"35,476.30"
01/20/2022,XRP,0.7204
01/20/2022,SOL,127.672
01/20/2022,ETH,"3,004.72"
01/20/2022,BTC,"40,715.90"
01/20/2023,XRP,0.4131
01/20/2023,SOL,25.55
01/20/2023,ETH,"1,659.98"
01/20/2023,BTC,"22,677.20"
01/20/2024,XRP,0.5537
01/20/2024,SOL,92.756
01/20/2024,ETH,"2,472.03"
01/20/2024,BTC,"41,695.40"
01/21/2021,XRP,0.2681
01/21/2021,SOL,2.985
01/21/2021,ETH,"1,117.33"
01/21/2021,BTC,"30,842.10"
01/21/2022,XRP,0.6373
